n,p,ak,bk,bs,k0,k1
5,5,0.01668462630942529,0.26420640934727485,0.891429419794355,0.5331815965009457,0.6005186964527625
4,4,0.018538844577558566,0.25583860152470045,0.8322931101487031,0.531882576446058,0.6437919776074548
4,5,0.03152989230175049,0.4418103521132744,0.7275947163916656,0.6709785929394425,0.6811833782637697
3,4,0.0033994211521771126,0.3072607160703988,0.6883529284231246,0.4843033920139303,0.6417128555130261
5,5,0.02182775517471215,0.28833503298658064,0.7876114844914789,0.5776585552435518,0.6931982289147707
4,4,0.020533359241826962,0.27603338457735893,0.8461237320427378,0.5441985799752085,0.6320476259435076
3,5,0.005235636543074643,0.15702551318205626,0.8388402381271357,0.4374306188345438,0.6302826945157176
3,5,0.0015482807556003318,0.2753656173470943,0.8991551985953927,0.4427477351078347,0.38368893460912656
3,5,0.004796679858047286,0.273861843106637,0.9168106336371928,0.6158152660646763,0.6130490099003549
3,4,0.016103132682624897,0.3098097723331274,0.7551949376097187,0.4844893658337659,0.5020792589278058
3,5,0.0014744793771882892,0.27822740923259837,0.7165498534865672,0.5015104306537423,0.6672807756520847
3,5,0.014839862393146205,0.23759140801009526,0.8445211896873039,0.6704719467225777,0.7814773482950201
4,5,0.006858125798218076,0.35413343503804934,0.8351485726753212,0.48138667002225816,0.5011068803325385
5,5,0.01078416704294919,0.22948820075456555,0.857223924226667,0.5358408319279229,0.6627457649585298
3,3,0.009761782793369828,0.3789447204357235,0.8678528862959343,0.5110145959532966,0.47290360320765457
4,4,0.004203536432111839,0.10883894473572017,0.7780973570069548,0.24295187024728312,0.4212574846113254
5,5,0.008951414009967882,0.3220669159487199,0.9021811082637732,0.3944719571125028,0.3858856224872607
3,4,0.02443503749546234,0.2849422907250761,0.799205798935368,0.6059685703191551,0.6626184285699559
5,3,0.03660585006380853,0.25404924577919197,0.779235496803133,0.550275829750341,0.7261383766719576
3,4,0.017303958632454798,0.23939959117564896,0.7982007651123296,0.5796879965081307,0.7507720351831297
4,5,0.021036886778489586,0.47027333167634117,0.7970041423167225,0.7223909504929704,0.7418072026531459
3,5,0.017238715405914228,0.3787393750248915,0.6579217166541761,0.4521035787168859,0.4200454543307485
4,5,0.016661831688272538,0.37464909136461993,0.705344083144159,0.5484342898164823,0.5989519429701022
4,5,0.007092808967329256,0.2700953639014804,0.9102775882974783,0.6464472786191565,0.790648810103729
3,5,0.002394438057447444,0.26500557118712903,0.9151044163286797,0.4429819857118612,0.46525573153679545
5,5,0.004623465914160693,0.3419764131408714,0.956927099356832,0.612173864050076,0.6314996700848106
2,5,0.0027384288792209437,0.46663728862704956,0.8960867958071327,0.7601126630514861,0.5932371318161254
4,5,0.03830603308850455,0.2732913647035231,0.6741309309228414,0.5984153915517034,0.7948076524774748
3,5,0.007789830832607105,0.08381090255597339,0.8844132844565,0.3621614527736481,0.544613746308312
2,4,0.005928425602859484,0.29792328330418677,0.7580658087443473,0.6630266302948072,0.7672555856831629
5,5,0.006421454819880246,0.0974229915072263,0.9328833995346646,0.29940891657167756,0.412118161807562
2,3,0.002539422259271852,0.407973958802561,0.8671377477870438,0.7849988073784055,0.6167511497635235
2,5,0.0074242138440420834,0.4268617184718695,0.7657865015407451,0.6685054816997076,0.5346793945363325
4,5,0.004708050260929729,0.42361829123018485,0.7153403642618948,0.672807123299987,0.7745398413767108
2,5,0.007044660489298182,0.30427959060879606,0.7641286610829047,0.5355198388691556,0.3890556332992806
5,5,0.0061403429374309966,0.3357317097346039,0.9297369442719552,0.54077120237751,0.5862133799061999
4,5,0.017739622807789023,0.15406937175590218,0.7350786220637643,0.4152851880428487,0.6950215470306897
4,3,0.015127635914209743,0.29259666990801697,0.8538701963159459,0.54004630784684,0.645978211499022
3,5,0.0030616939851707946,0.4340250792781299,0.9009957223184517,0.5434729689619535,0.45682465977306336
